company_row_index_in_original,description,business_tags,sector,category,niche,text,top1_label,top1_score,top2_label,top2_score,top3_label,top3_score,top4_label,top4_score,top5_label,top5_score,top6_label,top6_score,top7_label,top7_score,top8_label,top8_score,top9_label,top9_score,top10_label,top10_score
2692,tomten farm goats is a farm located in falmouth massachusetts united states , animal husbandry goats go to the fair goat farming animal breeding and sales dairy cattle and milk production ,manufacturing,livestock animal raising,goat farming,tomten farm goats is a farm located in falmouth massachusetts united states | animal husbandry goats go to the fair goat farming animal breeding and sales dairy cattle and milk production | manufacturing | livestock animal raising | goat farming,children s clothing manufacturing,0.4520640969276428,tilt up concrete services,0.43556302785873413,fishing and hunting services,0.43011313676834106,animal feed manufacturing,0.40505021810531616,animal day care services,0.3971613347530365,dairy production services,0.3954341411590576,road and highway construction,0.38471299409866333,oil and fat manufacturing,0.38049328327178955,window and door manufacturing,0.37992221117019653,health and safety consulting,0.3798398971557617
8283,park vend vending is an independent vending company based in sydney that offers hassle free reliable and efficient vending services to businesses they have a proven track record of providing strong customer service and are committed to meeting their clients business needs while delighting their staff or customers they are known for being the most reliable vending service in sydney and guarantee their services , vending machine installation and maintenance vended food and beverage options ,retail,vending machines,vending machine operators,park vend vending is an independent vending company based in sydney that offers hassle free reliable and efficient vending services to businesses they have a proven track record of providing strong customer service and are committed to meeting their clients business needs while delighting their staff or customers they are known for being the most reliable vending service in sydney and guarantee their services | vending machine installation and maintenance vended food and beverage options | retail | vending machines | vending machine operators,testing and inspection services,0.5604815483093262,tilt up concrete services,0.5281022191047668,fishing and hunting services,0.5241618752479553,health and safety consulting,0.5170660018920898,window and door manufacturing,0.5069755911827087,hvac installation and service,0.503240168094635,children s clothing manufacturing,0.4883100986480713,windows and doors installation,0.48596787452697754,roofing services with heat application,0.4672918915748596,road and highway construction,0.45830124616622925
2894,mirgidrawliki is a company based in moscow that specializes in the repair and maintenance of hydraulic equipment as well as the sale of hydraulic machinery they offer repair services for a wide range of hydraulic components including pumps motors compressors and gearboxes as as well the company also manufactures hydraulic equipment according to customer specifications and sells both domestic and imported hydraulic equipment mirgidrawling is a subsidiary of mirgiddochiki and has been providing hydraulic equipment repair and sales services for over 20 years , ice machine repair services rental services ,manufacturing,pumps hydraulics manufacturing,fluid power pump and motor manufacturing,mirgidrawliki is a company based in moscow that specializes in the repair and maintenance of hydraulic equipment as well as the sale of hydraulic machinery they offer repair services for a wide range of hydraulic components including pumps motors compressors and gearboxes as as well the company also manufactures hydraulic equipment according to customer specifications and sells both domestic and imported hydraulic equipment mirgidrawling is a subsidiary of mirgiddochiki and has been providing hydraulic equipment repair and sales services for over 20 years | ice machine repair services rental services | manufacturing | pumps hydraulics manufacturing | fluid power pump and motor manufacturing,testing and inspection services,0.5777044296264648,tilt up concrete services,0.5705112218856812,fishing and hunting services,0.5342755913734436,health and safety consulting,0.5170055031776428,hvac installation and service,0.5164793133735657,window and door manufacturing,0.5099073648452759,roofing services with heat application,0.5032674670219421,well maintenance services,0.4922327399253845,windows and doors installation,0.490963876247406,children s clothing manufacturing,0.4879411458969116
3761,seroo oil pvt is a licensed indian wheat flour production company located in maharashtra india with over a decade of experience in milling manufacturing seroo has emerged as one of the largest and most trusted brands of wheat atta in maharashtra they offer a variety of fresh and pure whole wheat attas including homemade atta multigrain atta and sharbati atta seroo is the only company that prepares whole wheat flour from grains that are heavy in the palm golden amber in color and chewy making their atta smooth rich in fiber and vitamins they handpick each grain and hand grind the best ones for the best taste and carefully pack them hygienically in sealed airtight packets of varying quantities for delivery seroos aim to improve the health of everyone concerned and generate a decent return on investment in their business , food manufacturing whole grain flour mp sharbati atta producer whole wheat atta multigrain atta manufacturer edible oil fully automated 40 tpd plant ,manufacturing,food production,flour milling,seroo oil pvt is a licensed indian wheat flour production company located in maharashtra india with over a decade of experience in milling manufacturing seroo has emerged as one of the largest and most trusted brands of wheat atta in maharashtra they offer a variety of fresh and pure whole wheat attas including homemade atta multigrain atta and sharbati atta seroo is the only company that prepares whole wheat flour from grains that are heavy in the palm golden amber in color and chewy making their atta smooth rich in fiber and vitamins they handpick each grain and hand grind the best ones for the best taste and carefully pack them hygienically in sealed airtight packets of varying quantities for delivery seroos aim to improve the health of everyone concerned and generate a decent return on investment in their business | food manufacturing whole grain flour mp sharbati atta producer whole wheat atta multigrain atta manufacturer edible oil fully automated 40 tpd plant | manufacturing | food production | flour milling,tilt up concrete services,0.5574675798416138,testing and inspection services,0.5142462253570557,oil and fat manufacturing,0.5140445828437805,fishing and hunting services,0.49953070282936096,roofing services with heat application,0.49594229459762573,health and safety consulting,0.4872749447822571,window and door manufacturing,0.48084065318107605,sand and gravel mining,0.4776279926300049,road and highway construction,0.4706162214279175,grain handling machinery installation,0.46346408128738403
8067,global worksite solutions is a business consulting firm that specializes in creating safe workplace environments they offer a range of solutions including worksite ergonomic furniture solutions and income protection for organizations and their staff the company has partnered with top furniture manufacturers ergonomists and insurance carriers to address workers compensation and save costs for their clients global worksitesolutions prioritizes their customers and provides excellent customer support , worksite benefits products ergonomic furniture solutions customer service center business consulting services education and support on products income protection for organizations and employees ,manufacturing,office furniture,institutional furniture manufacturing,global worksite solutions is a business consulting firm that specializes in creating safe workplace environments they offer a range of solutions including worksite ergonomic furniture solutions and income protection for organizations and their staff the company has partnered with top furniture manufacturers ergonomists and insurance carriers to address workers compensation and save costs for their clients global worksitesolutions prioritizes their customers and provides excellent customer support | worksite benefits products ergonomic furniture solutions customer service center business consulting services education and support on products income protection for organizations and employees | manufacturing | office furniture | institutional furniture manufacturing,health and safety consulting,0.6190991401672363,testing and inspection services,0.6114894151687622,fishing and hunting services,0.557144820690155,tilt up concrete services,0.5430366396903992,hvac installation and service,0.5400882959365845,roofing services with heat application,0.5308748483657837,window and door manufacturing,0.5235815048217773,corporate responsibility services,0.5096749067306519,windows and doors installation,0.5066817998886108,children s clothing manufacturing,0.5040847659111023
2420,mandi wandi is a furniture store located in glen marais they offer a variety of furniture items for sale , wallpaper installation services retail clothing stores e commerce second hand store ,retail,garden equipment supplies,paint and wallpaper retailers,mandi wandi is a furniture store located in glen marais they offer a variety of furniture items for sale | wallpaper installation services retail clothing stores e commerce second hand store | retail | garden equipment supplies | paint and wallpaper retailers,children s clothing manufacturing,0.4641937017440796,tilt up concrete services,0.4428863525390625,e commerce services,0.43369197845458984,hvac installation and service,0.4171387553215027,window and door manufacturing,0.4081535339355469,fishing and hunting services,0.3886869549751282,testing and inspection services,0.37388885021209717,windows and doors installation,0.3698856234550476,roofing services with heat application,0.36244845390319824,online marketing services,0.35585102438926697
9248,huangyuan county chengguan town hospital is a general hospital located in xining qinghai china , general hospitals medical equipment supplier hospitalization services ,services,clinics surgeons physicians,general medical and surgical hospitals,huangyuan county chengguan town hospital is a general hospital located in xining qinghai china | general hospitals medical equipment supplier hospitalization services | services | clinics surgeons physicians | general medical and surgical hospitals,children s clothing manufacturing,0.4053976833820343,hvac installation and service,0.3782545328140259,tilt up concrete services,0.3533629775047302,health and safety consulting,0.33737534284591675,testing and inspection services,0.31354594230651855,general handyman services,0.30461567640304565,mobile home construction services,0.30382040143013,fishing and hunting services,0.302337110042572,e commerce services,0.3019959628582001,veterinary clinics,0.29973527789115906
2375,barış koltuk döşeme is a turkish company that specializes in custom made sofas and furniture with a team of experts in the field they offer modern designs and models to meet the needs of their clients they provide free services such as sofa repair and custom design furniture and are known for their high quality workmanship barıš kontuk is based in istanbul beylikdüzü and is one of the few companies in turkey that offers custom made soffits , furniture upholding services special occasion chairs manufacturer collar upholstery manufacturer ,services,furniture repair reconditioning,reupholstery and furniture repair,barış koltuk döşeme is a turkish company that specializes in custom made sofas and furniture with a team of experts in the field they offer modern designs and models to meet the needs of their clients they provide free services such as sofa repair and custom design furniture and are known for their high quality workmanship barıš kontuk is based in istanbul beylikdüzü and is one of the few companies in turkey that offers custom made soffits | furniture upholding services special occasion chairs manufacturer collar upholstery manufacturer | services | furniture repair reconditioning | reupholstery and furniture repair,tilt up concrete services,0.5572402477264404,testing and inspection services,0.5569330453872681,fishing and hunting services,0.5246981382369995,window and door manufacturing,0.5224342942237854,children s clothing manufacturing,0.5122204422950745,health and safety consulting,0.507866382598877,windows and doors installation,0.5007820725440979,roofing services with heat application,0.49159491062164307,hvac installation and service,0.48185503482818604,road and highway construction,0.4683377146720886
6505,mybeach store is a company that specializes in the production and sale of portable solar panels specifically 100w 18v solar panels and 16inch anchoring kits for canopies tents and landscaping they also offer preassembled canopy tent landscaping and anchoring kit options the company was founded by forrest w cox who has over 10 years of experience in beach canopy service the products are designed to provide reliable and efficient solar energy solutions for various outdoor activities , manufacturing preassembled canopy tent landscaping kits 16inch anchoring kits retail portable solar panels ,manufacturing,fabric based home goods,rope cordage twine tire cord and tire fabric mills,mybeach store is a company that specializes in the production and sale of portable solar panels specifically 100w 18v solar panels and 16inch anchoring kits for canopies tents and landscaping they also offer preassembled canopy tent landscaping and anchoring kit options the company was founded by forrest w cox who has over 10 years of experience in beach canopy service the products are designed to provide reliable and efficient solar energy solutions for various outdoor activities | manufacturing preassembled canopy tent landscaping kits 16inch anchoring kits retail portable solar panels | manufacturing | fabric based home goods | rope cordage twine tire cord and tire fabric mills,testing and inspection services,0.5587942600250244,tilt up concrete services,0.5587548017501831,hvac installation and service,0.5574551820755005,roofing services with heat application,0.5560653805732727,fishing and hunting services,0.5519067049026489,window and door manufacturing,0.549802303314209,windows and doors installation,0.5488651990890503,health and safety consulting,0.520032525062561,road and highway construction,0.5023481845855713,tent manufacturing services,0.4840933680534363
1318,ක ල ත ඹ ල කඩ juice bar is a juice shop located in polonnaruwa north central province sri lanka the establishment specializes in offering a variety of juice options , juice options bottled water production ,manufacturing,beverages refreshments,bottled water manufacturing,ක ල ත ඹ ල කඩ juice bar is a juice shop located in polonnaruwa north central province sri lanka the establishment specializes in offering a variety of juice options | juice options bottled water production | manufacturing | beverages refreshments | bottled water manufacturing,children s clothing manufacturing,0.4031420052051544,tilt up concrete services,0.39613842964172363,e commerce services,0.3675421476364136,hvac installation and service,0.3244746923446655,roofing services with heat application,0.28783541917800903,window and door manufacturing,0.2824026346206665,sand and gravel mining,0.2778272330760956,fishing and hunting services,0.27684712409973145,water treatment services,0.26736927032470703,testing and inspection services,0.26628589630126953
